n r0 start_temp cooling_rate energy
2 4.242640687119286 2000 17 17.111786393433206
2 4.242640687119286 1250 12 17.178395614964664
2 4.242640687119286 1250 16 17.192348096425988
2 4.242640687119286 2750 8 17.18504075163157
2 4.242640687119286 1250 21 17.18820288374831
0 4.242640687119286 2750 30 17.207289704931064
1 4.242640687119286 1000 30 17.154250609517415
2 4.242640687119286 3000 5 17.154617617566352
2 4.242640687119286 2250 25 17.219743729635383
1 4.242640687119286 1500 30 17.129916389528752
1 4.242640687119286 2250 21 17.25311100628526
2 4.242640687119286 3000 10 17.14359889842858
1 4.242640687119286 2000 24 17.28192977044575
0 4.242640687119286 2250 30 17.202466592041702
2 4.242640687119286 2500 11 17.18858145240394
2 4.242640687119286 1000 24 17.264032682116394
2 4.242640687119286 2500 7 17.25394463415096
2 4.242640687119286 1000 19 17.238445622595727
2 4.242640687119286 2500 22 17.19546469675146
2 4.242640687119286 2000 9 17.122714924598526
2 4.242640687119286 1000 15 17.156725754028557
2 4.242640687119286 2250 10 17.254661168845807
2 4.242640687119286 2750 19 17.111785553896425
1 4.242640687119286 2750 20 17.12256128384685
2 4.242640687119286 1500 29 17.11177874342156
3 4.242640687119286 1000 7 17.14210800764315
3 4.242640687119286 1250 4 17.199204025443088
2 4.242640687119286 1750 12 17.198496290313756
1 4.242640687119286 2750 25 17.11177466835123
2 4.242640687119286 1500 14 17.153940424687065
1 4.242640687119286 3000 17 17.2131799117969
2 4.242640687119286 3000 6 17.11178642533376
2 4.242640687119286 1750 16 17.133054904810052
2 4.242640687119286 2750 9 17.15260908806424
2 4.242640687119286 2250 15 17.25406362050119
1 4.242640687119286 3000 27 17.226068837357595
2 4.242640687119286 2000 13 17.124822580069527
2 4.242640687119286 3000 16 17.11177706393633
2 4.242640687119286 2500 8 17.19882905300278
2 4.242640687119286 2750 14 17.224371692500583
3 4.242640687119286 1250 10 17.157005831030514
3 4.242640687119286 1250 5 17.15389904351293
2 4.242640687119286 2500 28 17.137360924863035
1 4.242640687119286 2000 29 17.166501598797105
2 4.242640687119286 2000 23 17.132008760092162
2 4.242640687119286 2250 20 17.22204821046983
2 4.242640687119286 1750 26 17.15666014115675
1 4.242640687119286 2250 26 17.220671863098907
2 4.242640687119286 2500 17 17.218749735831906
2 4.242640687119286 3000 11 17.15422794217684
3 4.242640687119286 1500 7 17.111814987254704
2 4.242640687119286 2750 25 17.229133129618372
3 4.242640687119286 1000 13 17.143118795974388
1 4.242640687119286 3000 22 17.236916168603223
2 4.242640687119286 2500 12 17.154026974376315
3 4.242640687119286 1000 8 17.128457021244337
1 4.242640687119286 2500 23 17.15119066909493
1 4.242640687119286 2750 30 17.111786052013628
2 4.242640687119286 1500 24 17.173174812128437
2 4.242640687119286 1750 21 17.159773010953707
2 4.242640687119286 3000 7 17.207766129342616
2 4.242640687119286 2250 11 17.19037919357362
2 4.242640687119286 2000 18 17.152663642947864
2 4.242640687119286 1500 19 17.122701384223035
2 4.242640687119286 1250 27 17.199701251120864
2 4.242640687119286 1250 17 17.152756168075918
3 4.242640687119286 1250 6 17.22330466217366
3 4.242640687119286 1250 16 17.262174373673286
3 4.242640687119286 1000 19 17.167400596733124
1 4.242640687119286 2500 28 17.21886563520765
2 4.242640687119286 3000 22 17.180746332671845
