venv: /home/niflheim/s215142/thesis-venv/bin/activate
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:   26 19:20:32        0.053189        0.061780
BFGS:   87 19:20:32       21.021338        0.433364
BFGS:   88 19:20:33       21.101355        0.431167
BFGS:   89 19:20:34       21.170818        0.429242
BFGS:   27 19:20:35        0.051807        0.062310
BFGS:   90 19:20:35       21.231845        0.427459
BFGS:   91 19:20:36       21.284415        0.425824
BFGS:   92 19:20:37       21.326220        0.424475
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:20:37        0.002380        0.011940
BFGS:   28 19:20:37        0.048361        0.061228
BFGS:   93 19:20:38       21.361320        0.423306
BFGS:   94 19:20:39       21.391576        0.422306
BFGS:   95 19:20:39       21.420396        0.421372
BFGS:   29 19:20:40        0.044044        0.057098
BFGS:   96 19:20:40       21.448980        0.420463
BFGS:   97 19:20:41       21.477161        0.419586
BFGS:   98 19:20:42       21.504915        0.418744
BFGS:   30 19:20:43        0.041883        0.054431
BFGS:   99 19:20:43       21.533070        0.417921
BFGS:  100 19:20:44       21.561819        0.417138
BFGS:   31 19:20:46        0.040846        0.052033
BFGS:   32 19:20:48        0.040748        0.052082
BFGS:   33 19:20:51        0.040284        0.052027
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:20:54       15.135866        0.425344
BFGS:   34 19:20:54        0.039447        0.051689
BFGS:    1 19:20:55       15.135783        0.425292
BFGS:    2 19:20:56       15.170128        0.421448
BFGS:   35 19:20:56        0.037490        0.050582
BFGS:    3 19:20:57       15.287755        0.420588
BFGS:    4 19:20:58       15.487246        0.419579
BFGS:    5 19:20:59       15.765238        0.418402
BFGS:   36 19:20:59        0.035173        0.048748
BFGS:    6 19:21:00       16.115985        0.417408
BFGS:    7 19:21:00       16.529551        0.416483
BFGS:    8 19:21:02       16.242596        0.417147
BFGS:    9 19:21:02       15.928515        0.417894
BFGS:   10 19:21:03       16.364327        0.416858
BFGS:   11 19:21:04       16.827499        0.415702
BFGS:   12 19:21:05       16.489514        0.416196
BFGS:   13 19:21:06       16.185786        0.416466
BFGS:   14 19:21:07       16.004144        0.416473
BFGS:   15 19:21:08       15.958548        0.416201
BFGS:   16 19:21:09       15.917353        0.415678
BFGS:   17 19:21:10       15.890470        0.414837
BFGS:   18 19:21:11       15.894031        0.413624
BFGS:   19 19:21:12       15.968293        0.412009
BFGS:   20 19:21:13       16.082691        0.409976
BFGS:   21 19:21:14       16.203208        0.408523
BFGS:   22 19:21:15       16.236878        0.407745
BFGS:   23 19:21:16       16.356493        0.407616
BFGS:   24 19:21:17       16.555786        0.407607
BFGS:   25 19:21:18       16.677303        0.407200
BFGS:   26 19:21:19       16.790712        0.407690
BFGS:   27 19:21:20       16.827352        0.407186
BFGS:   28 19:21:21       16.883053        0.406465
BFGS:   29 19:21:22       16.952963        0.405850
BFGS:   30 19:21:23       17.042686        0.405275
BFGS:   31 19:21:24       16.712398        0.406637
BFGS:   32 19:21:25       16.476307        0.407123
BFGS:   33 19:21:26       16.389836        0.406941
BFGS:   34 19:21:27       16.518039        0.407220
BFGS:   35 19:21:28       16.504845        0.407778
BFGS:   36 19:21:29       16.491364        0.407189
BFGS:   37 19:21:30       16.511114        0.408636
BFGS:   38 19:21:31       16.502248        0.409470
BFGS:   39 19:21:32       16.472427        0.408560
BFGS:   40 19:21:33       16.532347        0.409821
BFGS:   41 19:21:34       16.594487        0.410897
BFGS:   42 19:21:35       16.649529        0.411739
BFGS:   43 19:21:36       16.710235        0.412538
BFGS:   44 19:21:37       16.761343        0.413127
BFGS:   45 19:21:38       16.811123        0.413629
BFGS:   46 19:21:39       16.856243        0.414074
BFGS:   47 19:21:40       16.903353        0.414500
BFGS:   48 19:21:41       16.941410        0.414862
BFGS:   49 19:21:42       16.989662        0.415237
BFGS:   50 19:21:43       17.009050        0.415543
BFGS:   51 19:21:44       17.085063        0.415715
BFGS:   52 19:21:45       17.256548        0.416129
BFGS:   53 19:21:46       17.370168        0.416859
BFGS:   54 19:21:47       17.507910        0.415484
BFGS:   55 19:21:48       17.448365        0.418412
BFGS:   56 19:21:49       17.403498        0.417831
BFGS:   57 19:21:50       17.425391        0.418177
BFGS:   58 19:21:51       17.436276        0.416879
BFGS:   59 19:21:52       17.447000        0.415673
BFGS:   60 19:21:53       17.454918        0.414866
BFGS:   61 19:21:54       17.469220        0.414330
BFGS:   62 19:21:55       17.483321        0.413836
BFGS:   63 19:21:56       17.501101        0.413594
BFGS:   64 19:21:57       17.528596        0.413403
BFGS:   65 19:21:58       17.615207        0.412744
BFGS:   66 19:21:59       17.707496        0.412158
BFGS:   67 19:22:00       17.795845        0.411662
BFGS:   68 19:22:01       17.655104        0.412518
BFGS:   69 19:22:02       17.555116        0.413176
BFGS:   70 19:22:03       17.489870        0.413593
BFGS:   71 19:22:04       17.411541        0.414095
BFGS:   72 19:22:05       17.214319        0.415065
BFGS:   73 19:22:06       17.426183        0.413969
BFGS:   74 19:22:07       17.654753        0.412442
BFGS:   75 19:22:08       17.667529        0.412722
BFGS:   76 19:22:09       17.640022        0.413003
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:22:09        0.003446        0.013521
BFGS:   77 19:22:10       17.656240        0.413612
BFGS:   78 19:22:11       17.575987        0.411936
BFGS:   79 19:22:12       17.527823        0.410859
BFGS:   80 19:22:13       17.492466        0.409936
BFGS:   81 19:22:14       17.472422        0.409265
BFGS:   82 19:22:15       17.456061        0.408623
BFGS:   83 19:22:16       17.444156        0.408052
BFGS:   84 19:22:17       17.436231        0.407575
BFGS:   85 19:22:18       17.430936        0.407170
BFGS:   86 19:22:19       17.427409        0.406820
BFGS:   87 19:22:20       17.424229        0.406447
BFGS:   88 19:22:21       17.421244        0.406080
BFGS:   89 19:22:22       17.419498        0.405744
BFGS:   90 19:22:23       17.418724        0.405440
BFGS:   91 19:22:24       17.418708        0.405162
BFGS:   92 19:22:25       17.419281        0.404909
BFGS:   93 19:22:26       17.420199        0.404670
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:22:27        0.019398        0.026187
BFGS:   94 19:22:27       17.420951        0.404327
BFGS:   95 19:22:28       17.422170        0.403923
BFGS:   96 19:22:29       17.424387        0.403536
BFGS:   97 19:22:30       17.426854        0.403143
BFGS:   98 19:22:31       17.428242        0.402771
BFGS:   99 19:22:32       17.431499        0.403960
BFGS:  100 19:22:33       17.436717        0.405083
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:23:38        0.000215        0.005688
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:23:59        0.019287        0.022373
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:24:06        0.000102        0.003726
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:24:38       12.680274        0.361421
BFGS:    1 19:24:40       12.680256        0.361403
BFGS:    2 19:24:41       12.778506        0.359103
BFGS:    3 19:24:42       13.069921        0.356092
BFGS:    4 19:24:43       13.540896        0.352237
BFGS:    5 19:24:44       13.984917        0.348798
BFGS:    6 19:24:45       13.398422        0.353403
BFGS:    7 19:24:46       13.436464        0.353119
BFGS:    8 19:24:48       13.782555        0.350904
BFGS:    9 19:24:49       13.508798        0.352773
BFGS:   10 19:24:50       13.445832        0.353327
BFGS:   11 19:24:51       13.629763        0.351207
BFGS:   12 19:24:52       13.521525        0.351937
BFGS:   13 19:24:53       13.544906        0.351828
BFGS:   14 19:24:55       13.693241        0.351599
BFGS:   15 19:24:56       13.479079        0.351938
BFGS:   16 19:24:57       13.586083        0.351765
BFGS:   17 19:24:58       13.748731        0.351465
BFGS:   18 19:24:59       13.481846        0.351954
BFGS:   19 19:25:00       13.384557        0.352169
BFGS:   20 19:25:02       13.712335        0.351256
BFGS:   21 19:25:03       13.373556        0.352177
BFGS:   22 19:25:04       13.380554        0.352146
BFGS:   23 19:25:05       13.415210        0.351833
BFGS:   24 19:25:06       13.359285        0.352564
BFGS:   25 19:25:07       13.334797        0.353152
BFGS:   26 19:25:09       13.353676        0.353349
BFGS:   27 19:25:10       13.364213        0.353144
BFGS:   28 19:25:11       13.399129        0.351879
BFGS:   29 19:25:12       13.394466        0.352007
BFGS:   30 19:25:13       13.459279        0.350366
BFGS:   31 19:25:14       13.414475        0.350818
BFGS:   32 19:25:15       13.425452        0.351313
BFGS:   33 19:25:17       13.414263        0.351974
BFGS:   34 19:25:18       13.371567        0.351988
BFGS:   35 19:25:19       13.367562        0.351980
BFGS:   36 19:25:20       13.440502        0.351349
BFGS:   37 19:25:21       13.480119        0.350836
BFGS:   38 19:25:22       13.428739        0.350992
BFGS:   39 19:25:24       13.461430        0.350959
BFGS:   40 19:25:25       13.474378        0.351720
BFGS:   41 19:25:26       13.432293        0.350416
BFGS:   42 19:25:27       13.391013        0.349668
BFGS:   43 19:25:28       13.431367        0.349804
BFGS:   44 19:25:29       13.485608        0.349910
BFGS:   45 19:25:31       13.459640        0.349724
BFGS:   46 19:25:32       13.426009        0.349571
BFGS:   47 19:25:33       13.469393        0.349907
BFGS:   48 19:25:34       13.509748        0.350221
BFGS:   49 19:25:35       13.547595        0.350511
BFGS:   50 19:25:36       13.579624        0.350765
BFGS:   51 19:25:38       13.632612        0.351157
BFGS:   52 19:25:39       13.695385        0.351598
BFGS:   53 19:25:40       13.750181        0.351979
BFGS:   54 19:25:41       13.791615        0.352276
BFGS:   55 19:25:42       13.820077        0.352494
BFGS:   56 19:25:43       13.839467        0.352657
BFGS:   57 19:25:45       13.854091        0.352768
BFGS:   58 19:25:46       13.864288        0.352844
BFGS:   59 19:25:47       13.871592        0.352897
BFGS:   60 19:25:48       13.877682        0.352932
BFGS:   61 19:25:49       13.879092        0.352947
BFGS:   62 19:25:50       13.870073        0.353001
BFGS:   63 19:25:52       13.692097        0.354055
BFGS:   64 19:25:53       13.666411        0.354307
BFGS:   65 19:25:54       13.643464        0.354582
BFGS:   66 19:25:55       13.689553        0.354160
BFGS:   67 19:25:56       13.672680        0.354545
BFGS:   68 19:25:57       13.683249        0.354486
BFGS:   69 19:25:59       13.705724        0.354256
BFGS:   70 19:26:00       13.688091        0.354414
BFGS:   71 19:26:01       13.701958        0.354227
BFGS:   72 19:26:02       13.710931        0.354146
BFGS:   73 19:26:03       13.802223        0.353450
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:26:04        0.000041        0.002949
BFGS:   74 19:26:04       13.908407        0.352756
BFGS:   75 19:26:05       13.932693        0.352616
BFGS:   76 19:26:07       13.955199        0.352470
BFGS:   77 19:26:08       13.990554        0.352268
BFGS:   78 19:26:09       13.965752        0.352283
BFGS:   79 19:26:10       13.953235        0.352213
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:26:11        0.000905        0.007040
BFGS:   80 19:26:11       13.948829        0.352124
BFGS:   81 19:26:12       13.947870        0.352004
BFGS:   82 19:26:14       13.949982        0.351789
BFGS:   83 19:26:15       13.957462        0.351422
BFGS:   84 19:26:16       13.979297        0.350686
BFGS:   85 19:26:17       13.947681        0.351933
BFGS:   86 19:26:18       14.031122        0.350362
BFGS:   87 19:26:19       14.130669        0.348778
BFGS:   88 19:26:21       13.954417        0.351012
BFGS:   89 19:26:22       13.847413        0.352431
BFGS:   90 19:26:23       14.036000        0.350294
BFGS:   91 19:26:24       14.063111        0.350029
BFGS:   92 19:26:25       14.140946        0.349244
BFGS:   93 19:26:26       14.259377        0.348116
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:26:27       10.515224        0.310174
BFGS:   94 19:26:28       14.373526        0.347035
BFGS:    1 19:26:28       10.515123        0.310163
BFGS:   95 19:26:29       14.480993        0.346174
BFGS:    2 19:26:29       10.626842        0.307603
BFGS:   96 19:26:30       14.479036        0.345756
BFGS:    3 19:26:31       10.983521        0.302729
BFGS:   97 19:26:31       14.492322        0.345786
BFGS:    4 19:26:32       11.263936        0.299162
BFGS:   98 19:26:32       14.493929        0.345803
BFGS:    5 19:26:33       11.043624        0.301954
BFGS:   99 19:26:33       14.495320        0.345820
BFGS:    6 19:26:34       11.021768        0.302231
BFGS:  100 19:26:35       14.496013        0.345825
BFGS:    7 19:26:36       11.062719        0.301718
BFGS:    8 19:26:37       11.036532        0.302050
BFGS:    9 19:26:38       11.057770        0.301779
BFGS:   10 19:26:39       11.071694        0.301598
BFGS:   11 19:26:41       11.109293        0.301089
BFGS:   12 19:26:42       11.187917        0.299956
BFGS:   13 19:26:43       11.324329        0.297790
BFGS:   14 19:26:44       11.582498        0.293145
BFGS:   15 19:26:46       11.894077        0.294283
BFGS:   16 19:26:47       12.178633        0.317061
BFGS:   17 19:26:48       12.069547        0.318097
BFGS:   18 19:26:49       11.399787        0.300756
BFGS:   19 19:26:51       11.124227        0.302499
BFGS:   20 19:26:52       11.404687        0.300717
BFGS:   21 19:26:53       11.707747        0.336039
BFGS:   22 19:26:54       11.658114        0.327569
BFGS:   23 19:26:56       11.637468        0.323872
BFGS:   24 19:26:57       11.607065        0.318708
BFGS:   25 19:26:58       11.576110        0.313599
BFGS:   26 19:26:59       11.540633        0.308030
BFGS:   27 19:27:01       11.500722        0.301957
BFGS:   28 19:27:02       11.442962        0.300165
BFGS:   29 19:27:03       11.212925        0.300912
BFGS:   30 19:27:04       11.320409        0.300934
BFGS:   31 19:27:06       11.394572        0.300941
BFGS:   32 19:27:07       11.479703        0.302622
BFGS:   33 19:27:08       11.564525        0.316588
BFGS:   34 19:27:09       11.639472        0.332598
BFGS:   35 19:27:11       11.754046        0.358798
BFGS:   36 19:27:12       11.902355        0.385314
BFGS:   37 19:27:13       12.069504        0.398190
BFGS:   38 19:27:14       12.177682        0.397368
BFGS:   39 19:27:16       12.246585        0.394295
BFGS:   40 19:27:17       12.296140        0.391246
BFGS:   41 19:27:18       12.335643        0.388525
BFGS:   42 19:27:19       12.368948        0.386108
BFGS:   43 19:27:21       12.397741        0.383987
BFGS:   44 19:27:22       12.436580        0.381189
BFGS:   45 19:27:23       12.476466        0.378364
BFGS:   46 19:27:24       12.512511        0.375886
BFGS:   47 19:27:26       12.551846        0.373307
BFGS:   48 19:27:27       12.588677        0.371013
BFGS:   49 19:27:28       12.622698        0.369013
BFGS:   50 19:27:29       12.654248        0.367268
BFGS:   51 19:27:31       12.683612        0.365743
BFGS:   52 19:27:32       12.711007        0.364408
BFGS:   53 19:27:33       12.739192        0.363131
BFGS:   54 19:27:34       12.776859        0.364275
BFGS:   55 19:27:35       12.815707        0.367291
BFGS:   56 19:27:37       12.857603        0.370552
BFGS:   57 19:27:38       12.900908        0.373903
BFGS:   58 19:27:39       12.945103        0.377264
BFGS:   59 19:27:40       12.991360        0.380728
BFGS:   60 19:27:42       13.035386        0.383958
BFGS:   61 19:27:43       13.077261        0.386970
BFGS:   62 19:27:44       13.117024        0.389756
BFGS:   63 19:27:45       13.156946        0.392501
BFGS:   64 19:27:47       13.202042        0.395541
BFGS:   65 19:27:48       13.247395        0.398496
BFGS:   66 19:27:49       13.292060        0.401312
BFGS:   67 19:27:50       13.337175        0.404044
BFGS:   68 19:27:52       13.397959        0.407470
BFGS:   69 19:27:53       13.460991        0.410776
BFGS:   70 19:27:54       13.524919        0.413826
BFGS:   71 19:27:55       13.596271        0.416840
BFGS:   72 19:27:57       13.673748        0.419518
BFGS:   73 19:27:58       13.752163        0.421559
BFGS:   74 19:27:59       13.835700        0.422811
BFGS:   75 19:28:00       13.923631        0.422997
BFGS:   76 19:28:02       14.019704        0.421564
BFGS:   77 19:28:03       14.112887        0.418379
BFGS:   78 19:28:04       14.118185        0.419491
BFGS:   79 19:28:05       14.103287        0.407175
BFGS:   80 19:28:07       14.091237        0.396964
BFGS:   81 19:28:08       14.096577        0.397900
BFGS:   82 19:28:09       14.097607        0.398584
BFGS:   83 19:28:10       14.101351        0.399584
BFGS:   84 19:28:12       14.105281        0.400752
BFGS:   85 19:28:13       14.110363        0.401992
BFGS:   86 19:28:14       14.116106        0.403278
BFGS:   87 19:28:15       14.128830        0.405717
BFGS:   88 19:28:17       14.143422        0.408124
BFGS:   89 19:28:18       14.159684        0.410464
BFGS:   90 19:28:19       14.176722        0.412590
BFGS:   91 19:28:20       14.194473        0.414518
BFGS:   92 19:28:22       14.217257        0.416651
BFGS:   93 19:28:23       14.241256        0.418529
BFGS:   94 19:28:24       14.266412        0.420147
BFGS:   95 19:28:25       14.292740        0.421492
BFGS:   96 19:28:27       14.320650        0.422547
BFGS:   97 19:28:28       14.350136        0.423284
BFGS:   98 19:28:29       14.381134        0.423664
BFGS:   99 19:28:30       14.413757        0.423636
BFGS:  100 19:28:32       14.448648        0.423129
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:28:48        8.709506        0.268952
BFGS:    1 19:28:50        8.709458        0.268889
BFGS:    2 19:28:51        8.847214        0.261548
BFGS:    3 19:28:52        9.272725        0.266385
BFGS:    4 19:28:54        9.172638        0.265617
BFGS:    5 19:28:55        9.084514        0.264848
BFGS:    6 19:28:57        9.105260        0.265051
BFGS:    7 19:28:58        9.158519        0.265567
BFGS:    8 19:28:59        9.210105        0.266056
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:29:01        0.000052        0.005991
BFGS:    9 19:29:01        9.338916        0.267017
BFGS:   10 19:29:02        9.456074        0.267626
BFGS:   11 19:29:04        9.504439        0.268944
BFGS:   12 19:29:05        9.418783        0.272212
BFGS:   13 19:29:07        9.274349        0.274314
BFGS:   14 19:29:08        9.191982        0.273978
BFGS:   15 19:29:09        9.154468        0.273098
BFGS:   16 19:29:11        9.128976        0.271836
BFGS:   17 19:29:12        9.112996        0.270253
BFGS:   18 19:29:14        9.112123        0.268692
BFGS:   19 19:29:15        9.153105        0.267657
BFGS:   20 19:29:16        9.268961        0.266188
BFGS:   21 19:29:18        9.317636        0.267346
BFGS:   22 19:29:19        9.312112        0.267664
BFGS:   23 19:29:21        9.270015        0.267993
BFGS:   24 19:29:22        9.261382        0.267798
BFGS:   25 19:29:24        9.204559        0.267446
BFGS:   26 19:29:25        9.182146        0.268951
BFGS:   27 19:29:26        9.197825        0.276769
BFGS:   28 19:29:28        9.282053        0.279263
BFGS:   29 19:29:29        9.140442        0.276087
BFGS:   30 19:29:31        9.072490        0.275356
BFGS:   31 19:29:32        9.174672        0.278024
BFGS:   32 19:29:34        9.300568        0.280692
BFGS:   33 19:29:35        9.164262        0.278861
BFGS:   34 19:29:36        9.111838        0.278719
BFGS:   35 19:29:38        9.196301        0.277180
BFGS:   36 19:29:39        9.167087        0.275296
BFGS:   37 19:29:41        9.083401        0.273155
BFGS:   38 19:29:42        9.109252        0.273913
BFGS:   39 19:29:43        9.111542        0.272921
BFGS:   40 19:29:45        9.143609        0.271812
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:29:45        0.001974        0.007850
BFGS:   41 19:29:46        9.148633        0.272466
BFGS:   42 19:29:48        9.181965        0.274853
BFGS:   43 19:29:49        9.091060        0.272144
BFGS:   44 19:29:51        9.085558        0.272531
BFGS:   45 19:29:52        9.077949        0.270696
BFGS:   46 19:29:53        9.104136        0.273249
BFGS:   47 19:29:55        9.147754        0.273489
BFGS:   48 19:29:56        9.097330        0.273256
BFGS:   49 19:29:58        9.056530        0.270195
BFGS:   50 19:29:59        9.073428        0.271523
BFGS:   51 19:30:00        9.081829        0.272277
BFGS:   52 19:30:02        9.098267        0.273483
BFGS:   53 19:30:03        9.113309        0.274261
BFGS:   54 19:30:05        9.123329        0.274662
BFGS:   55 19:30:06        9.129906        0.274893
BFGS:   56 19:30:08        9.134653        0.275051
BFGS:   57 19:30:09        9.138432        0.275174
BFGS:   58 19:30:10        9.141757        0.275284
BFGS:   59 19:30:12        9.145558        0.275409
BFGS:   60 19:30:13        9.149058        0.275527
BFGS:   61 19:30:15        9.152302        0.275637
BFGS:   62 19:30:16        9.155357        0.275743
BFGS:   63 19:30:17        9.158526        0.275855
BFGS:   64 19:30:19        9.163089        0.276018
BFGS:   65 19:30:20        9.167449        0.276177
BFGS:   66 19:30:22        9.171598        0.276330
BFGS:   67 19:30:23        9.175576        0.276480
BFGS:   68 19:30:25        9.179412        0.276627
BFGS:   69 19:30:26        9.183133        0.276773
BFGS:   70 19:30:27        9.186757        0.276917
BFGS:   71 19:30:29        9.190298        0.277060
BFGS:   72 19:30:30        9.193766        0.277203
BFGS:   73 19:30:32        9.197172        0.277345
BFGS:   74 19:30:33        9.200521        0.277487
BFGS:   75 19:30:34        9.203821        0.277629
BFGS:   76 19:30:36        9.207076        0.277771
BFGS:   77 19:30:37        9.213819        0.278068
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:30:38        0.000025        0.002276
BFGS:   78 19:30:39        9.220520        0.278366
BFGS:   79 19:30:40        9.227092        0.278662
BFGS:   80 19:30:42        9.233540        0.278955
BFGS:   81 19:30:43        9.239871        0.279245
BFGS:   82 19:30:44        9.246091        0.279532
BFGS:   83 19:30:46        9.252205        0.279817
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:30:47        0.000013        0.001507
BFGS:   84 19:30:47        9.258216        0.280127
BFGS:   85 19:30:49        9.264130        0.280454
BFGS:   86 19:30:50        9.269948        0.280774
BFGS:   87 19:30:51        9.275672        0.281085
BFGS:   88 19:30:53        9.281812        0.281416
BFGS:   89 19:30:54        9.288040        0.281748
BFGS:   90 19:30:56        9.294168        0.282071
BFGS:   91 19:30:57        9.300195        0.282387
BFGS:   92 19:30:59        9.306121        0.282694
BFGS:   93 19:31:00        9.311950        0.282995
BFGS:   94 19:31:01        9.317683        0.283288
BFGS:   95 19:31:03        9.324078        0.283611
BFGS:   96 19:31:04        9.331635        0.283986
BFGS:   97 19:31:06        9.339086        0.284353
BFGS:   98 19:31:07        9.346421        0.284712
BFGS:   99 19:31:09        9.353645        0.285062
BFGS:  100 19:31:10        9.360756        0.285404
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:31:11        7.061403        0.242996
BFGS:    1 19:31:13        7.061242        0.243040
BFGS:    2 19:31:14        7.214419        0.249429
BFGS:    3 19:31:16        7.477644        0.252506
BFGS:    4 19:31:17        7.389165        0.251671
BFGS:    5 19:31:19        7.353974        0.251291
BFGS:    6 19:31:20        7.349177        0.251232
BFGS:    7 19:31:22        7.261789        0.249885
BFGS:    8 19:31:23        7.237528        0.248946
BFGS:    9 19:31:25        7.322455        0.247833
BFGS:   10 19:31:26        7.478346        0.251175
BFGS:   11 19:31:28        7.487365        0.251375
BFGS:   12 19:31:29        7.548184        0.252706
BFGS:   13 19:31:31        7.545774        0.252707
BFGS:   14 19:31:32        7.527320        0.253541
BFGS:   15 19:31:34        7.554876        0.254612
BFGS:   16 19:31:35        7.628016        0.255944
BFGS:   17 19:31:37        7.670229        0.256580
BFGS:   18 19:31:38        7.695392        0.257026
BFGS:   19 19:31:40        7.720471        0.257464
BFGS:   20 19:31:41        7.730761        0.257662
BFGS:   21 19:31:43        7.757813        0.258203
BFGS:   22 19:31:44        7.762270        0.258177
BFGS:   23 19:31:46        7.703061        0.257084
BFGS:   24 19:31:47        7.596187        0.255479
BFGS:   25 19:31:49        7.563900        0.254783
BFGS:   26 19:31:50        7.583592        0.255233
BFGS:   27 19:31:52        7.586430        0.255298
BFGS:   28 19:31:53        7.595513        0.255504
BFGS:   29 19:31:55        7.606739        0.255745
BFGS:   30 19:31:56        7.620577        0.256019
BFGS:   31 19:31:58        7.622777        0.255872
BFGS:   32 19:31:59        7.593682        0.254404
BFGS:   33 19:32:01        7.541076        0.252809
BFGS:   34 19:32:02        7.496596        0.251543
BFGS:   35 19:32:04        7.504435        0.251646
BFGS:   36 19:32:05        7.396784        0.249946
BFGS:   37 19:32:07        7.453869        0.251005
BFGS:   38 19:32:08        7.443565        0.250882
BFGS:   39 19:32:10        7.487260        0.251042
BFGS:   40 19:32:11        7.485844        0.250593
BFGS:   41 19:32:13        7.436697        0.248642
BFGS:   42 19:32:14        7.383935        0.248500
BFGS:   43 19:32:16        7.292277        0.246941
BFGS:   44 19:32:17        7.363791        0.248247
BFGS:   45 19:32:19        7.367003        0.248308
Heat bath temp: 2000
Heat bath temp: 1500
Heat bath temp: 1000
Heat bath temp: 500
Heat bath temp: 0
      Step     Time          Energy          fmax
BFGS:    0 19:32:20        0.000021        0.001973
BFGS:   46 19:32:20        7.367042        0.248318
BFGS:   47 19:32:22        7.355932        0.248653
BFGS:   48 19:32:23        7.331896        0.249143
BFGS:   49 19:32:24        7.338476        0.248982
BFGS:   50 19:32:26        7.347357        0.248736
BFGS:   51 19:32:27        7.344397        0.248809
BFGS:   52 19:32:29        7.332395        0.249073
BFGS:   53 19:32:30        7.327518        0.249148
BFGS:   54 19:32:32        7.297767        0.249361
BFGS:   55 19:32:33        7.288623        0.249201
BFGS:   56 19:32:35        7.285459        0.248640
BFGS:   57 19:32:36        7.298962        0.248223
BFGS:   58 19:32:38        7.303609        0.248069
BFGS:   59 19:32:39        7.307517        0.247948
BFGS:   60 19:32:41        7.313907        0.247823
BFGS:   61 19:32:42        7.321888        0.247776
BFGS:   62 19:32:44        7.330108        0.247843
BFGS:   63 19:32:45        7.333260        0.247963
BFGS:   64 19:32:47        7.335229        0.248155
BFGS:   65 19:32:48        7.334983        0.248228
BFGS:   66 19:32:50        7.333744        0.248493
BFGS:   67 19:32:51        7.333599        0.248545
BFGS:   68 19:32:53        7.335814        0.250559
BFGS:   69 19:32:54        7.334709        0.249556
BFGS:   70 19:32:56        7.334396        0.249302
BFGS:   71 19:32:57        7.335058        0.248786
BFGS:   72 19:32:59        7.334344        0.249689
BFGS:   73 19:33:00        7.334430        0.249401
BFGS:   74 19:33:02        7.334516        0.249316
BFGS:   75 19:33:03        7.334932        0.252454
BFGS:   76 19:33:05        7.333561        0.250471
BFGS:   77 19:33:06        7.333725        0.249877
BFGS:   78 19:33:08        7.333378        0.250475
BFGS:   79 19:33:09        7.333326        0.251205
BFGS:   80 19:33:11        7.333329        0.251334
BFGS:   81 19:33:12        7.341040        0.255716
